PERMNO,date,NAMEENDT,SHRCD,EXCHCD,SICCD,NCUSIP,TICKER,COMNAM,SHRCLS,TSYMBOL,NAICS,PRIMEXCH,TRDSTAT,SECSTAT,PERMCO,ISSUNO,HEXCD,HSICCD,CUSIP,DCLRDT,DLAMT,DLPDT,DLSTCD,NEXTDT,PAYDT,RCRDDT,SHRFLG,HSICMG,HSICIG,DISTCD,DIVAMT,FACPR,FACSHR,ACPERM,ACCOMP,SHRENDDT,NWPERM,DLRETX,DLPRC,DLRET,TRTSCD,NMSIND,MMCNT,NSDINX,BIDLO,ASKHI,PRC,VOL,RET,BID,ASK,SHROUT,CFACPR,CFACSHR,ALTPRC,SPREAD,ALTPRCDT,RETX,vwretd,vwretx,ewretd,ewretx,sprtrn
13033,20210528,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20210629,,,,,,,,,75.29000,77.49000,76.93000,402208,0.032202,76.90000,76.93000,328900,3,3,76.93000,,20210528,0.032202,0.007092,0.005786,0.013179,0.011995,0.005487
13033,20210630,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20210622,,,,,20210628,20210624,0,,,1232,0.53960,0.00000,0.00000,,,20210729,,,,,,,,,73.97000,77.65000,75.62000,378594,-0.010014,75.59000,75.62000,343200,3,3,75.62000,,20210630,-0.017028,0.023422,0.022021,0.021482,0.019631,0.022214
13033,20210730,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20210830,,,,,,,,,74.23000,76.31000,76.11000,309948,0.006480,76.08000,76.10000,351050,3,3,76.11000,,20210730,0.006480,0.011828,0.010952,-0.033644,-0.034465,0.022748
13033,20210831,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20210929,,,,,,,,,75.90000,78.13000,77.70000,301045,0.020891,77.65000,77.68000,359550,3,3,77.70000,,20210831,0.020891,0.027146,0.025841,0.018892,0.017615,0.028990
13033,20210930,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20210921,,,,,20210927,20210923,0,,,1232,0.58700,0.00000,0.00000,,,20211028,,,,,,,,,74.23000,77.83000,74.24000,437383,-0.036976,74.20000,74.21000,372300,3,3,74.24000,,20210930,-0.044530,-0.042243,-0.043531,-0.028472,-0.030084,-0.047569
13033,20211029,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20211129,,,,,,,,,74.93000,78.19000,77.51000,336314,0.044046,77.49000,77.51000,383650,3,3,77.51000,,20211029,0.044046,0.064651,0.063760,0.026557,0.025517,0.069144
13033,20211130,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20211230,,,,,,,,,75.92000,79.28000,75.92000,348067,-0.020514,75.87000,75.88000,392400,3,3,75.92000,,20211130,-0.020514,-0.018350,-0.019707,-0.046540,-0.047915,-0.008334
13033,20211231,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20211207,,,,,20211213,20211209,0,,,1232,0.61980,0.00000,0.00000,,,20220130,,,,,,,,,75.57000,80.86000,80.83000,472328,0.072837,80.81000,80.83000,386450,3,3,80.83000,,20211231,0.064673,0.033341,0.031573,-0.001760,-0.004799,0.043613
13033,20220131,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220227,,,,,,,,,77.10000,81.94000,78.62000,839856,-0.027341,78.57000,78.60000,408850,3,3,78.62000,,20220131,-0.027341,-0.059822,-0.060568,-0.068191,-0.068869,-0.052585
13033,20220228,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220330,,,,,,,,,75.14000,79.75000,77.10000,693857,-0.019334,77.05000,77.08000,441600,3,3,77.10000,,20220228,-0.019334,-0.021838,-0.023121,-0.007412,-0.008369,-0.031361
13033,20220331,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20220322,,,,,20220328,20220324,0,,,1232,0.51760,0.00000,0.00000,,,20220428,,,,,,,,,75.48000,80.06000,78.89000,763264,0.029930,78.87000,78.88000,436300,3,3,78.89000,,20220331,0.023217,0.030506,0.028940,0.015438,0.013759,0.035773
13033,20220429,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220530,,,,,,,,,75.64000,80.24000,75.64000,574105,-0.041197,75.61000,75.64000,451350,3,3,75.64000,,20220429,-0.041197,-0.089387,-0.090295,-0.089642,-0.090537,-0.087957
13033,20220531,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220629,,,,,,,,,74.40000,79.12000,78.59000,804078,0.039000,78.57000,78.59000,466450,3,3,78.59000,,20220531,0.039000,-0.002113,-0.003740,-0.016103,-0.017428,0.000053
13033,20220630,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20220621,,,,,20220627,20220623,0,,,1232,0.70380,0.00000,0.00000,,,20220728,,,,,,,,,70.31000,78.88000,71.63000,650695,-0.079606,71.65000,71.67000,479500,3,3,71.63000,,20220630,-0.088561,-0.083998,-0.085822,-0.068797,-0.071172,-0.083920
13033,20220729,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220830,,,,,,,,,70.79000,74.43000,74.43000,478186,0.039090,74.42000,74.43000,493750,3,3,74.43000,,20220729,0.039090,0.090351,0.089287,0.065360,0.064301,0.091116
13033,20220831,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20220929,,,,,,,,,72.40000,77.87000,72.40000,525712,-0.027274,72.38000,72.39000,511750,3,3,72.40000,,20220831,-0.027274,-0.036233,-0.037918,-0.011554,-0.013025,-0.042440
13033,20220930,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20220920,,,,,20220926,20220922,0,,,1232,0.63670,0.00000,0.00000,,,20221030,,,,,,,,,66.43000,74.57000,66.43000,756579,-0.073664,66.41000,66.43000,529400,3,3,66.43000,,20220930,-0.082459,-0.091323,-0.093030,-0.099903,-0.101918,-0.093396
13033,20221031,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20221129,,,,,,,,,67.16000,74.20000,73.88000,642371,0.112148,73.85000,73.88000,547250,3,3,73.88000,,20221031,0.112148,0.077394,0.076265,0.049863,0.048814,0.079863
13033,20221130,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20221229,,,,,,,,,72.14000,78.93000,78.93000,704410,0.068354,78.93000,78.96000,568550,3,3,78.93000,,20221130,0.068354,0.052354,0.050479,0.028123,0.026565,0.053753
13033,20221230,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20221206,,,,,20221212,20221208,0,,,1232,0.70340,0.00000,0.00000,,,20230130,,,,,,,,,74.58000,79.06000,75.54000,757385,-0.034038,75.51000,75.54000,590000,3,3,75.54000,,20221230,-0.042949,-0.057119,-0.059152,-0.047241,-0.050775,-0.058971
13033,20230131,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230227,,,,,,,,,75.04000,77.95000,77.11000,670202,0.020784,77.08000,77.09000,608500,3,3,77.11000,,20230131,0.020784,0.071823,0.070884,0.126430,0.125589,0.061753
13033,20230228,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230330,,,,,,,,,74.55000,78.03000,74.55000,619748,-0.033199,74.53000,74.54000,626700,3,3,74.55000,,20230228,-0.033199,-0.024666,-0.026252,-0.035291,-0.036476,-0.026112
13033,20230331,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20230321,,,,,20230327,20230323,0,,,1232,0.59650,0.00000,0.00000,,,20230427,,,,,,,,,70.28000,75.57000,73.16000,914174,-0.010644,73.13000,73.15000,635850,3,3,73.16000,,20230331,-0.018645,0.023950,0.022043,-0.036554,-0.038765,0.035052
13033,20230428,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230530,,,,,,,,,71.09000,73.94000,72.57000,514199,-0.008065,72.57000,72.59000,642300,3,3,72.57000,,20230428,-0.008065,0.008976,0.007865,-0.009518,-0.010685,0.014642
13033,20230531,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230629,,,,,,,,,69.18000,72.63000,69.59000,776772,-0.041064,69.57000,69.58000,645700,3,3,69.59000,,20230531,-0.041064,0.000708,-0.001057,-0.008776,-0.010380,0.002482
13033,20230630,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20230620,,,,,20230626,20230622,0,,,1232,0.66470,0.00000,0.00000,,,20230730,,,,,,,,,69.87000,73.36000,72.62000,669356,0.053092,72.60000,72.61000,655450,3,3,72.62000,,20230630,0.043541,0.066183,0.064342,0.052624,0.049716,0.064728
13033,20230731,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230830,,,,,,,,,71.81000,75.66000,75.66000,566292,0.041862,75.67000,75.68000,658200,3,3,75.66000,,20230731,0.041862,0.035618,0.034672,0.043309,0.042322,0.031139
13033,20230831,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20230928,,,,,,,,,72.96000,75.32000,74.53000,573575,-0.014935,74.52000,74.53000,665100,3,3,74.53000,,20230831,-0.014935,-0.020608,-0.022266,-0.052542,-0.054050,-0.017716
13033,20230929,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20230919,,,,,20230925,20230921,0,,,1232,0.65450,0.00000,0.00000,,,20231030,,,,,,,,,70.63000,74.67000,70.76000,564926,-0.041802,70.78000,70.79000,672150,3,3,70.76000,,20230929,-0.050584,-0.047390,-0.048860,-0.055443,-0.057553,-0.048719
13033,20231031,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20231129,,,,,,,,,66.90000,71.43000,68.06000,829195,-0.038157,68.03000,68.04000,672550,3,3,68.06000,,20231031,-0.038157,-0.028865,-0.029857,-0.060887,-0.062055,-0.021980
13033,20231130,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20231228,,,,,,,,,68.15000,72.35000,72.35000,761325,0.063033,72.35000,72.36000,675350,3,3,72.35000,,20231130,0.063033,0.092053,0.090037,0.080251,0.078328,0.089179
13033,20231229,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20231205,,,,,20231211,20231207,0,,,1232,0.74230,0.00000,0.00000,,,20240130,,,,,,,,,72.13000,76.32000,76.13000,847102,0.062506,76.13000,76.14000,683500,3,3,76.13000,,20231229,0.052246,0.053604,0.051476,0.083841,0.079149,0.044229
13033,20240131,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240228,,,,,,,,,75.25000,77.33000,76.24000,855419,0.001445,76.22000,76.23000,684250,3,3,76.24000,,20240131,0.001445,0.007561,0.006743,-0.025182,-0.025955,0.015896
13033,20240229,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240327,,,,,,,,,76.08000,77.89000,77.64000,672348,0.018363,77.60000,77.61000,688000,3,3,77.64000,,20240229,0.018363,0.050583,0.049052,0.041370,0.039950,0.051721
13033,20240328,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20240319,,,,,20240325,20240321,0,,,1232,0.61100,0.00000,0.00000,,,20240429,,,,,,,,,78.12000,80.63000,80.63000,712818,0.046381,80.62000,80.63000,699750,3,3,80.63000,,20240328,0.038511,0.032450,0.030938,0.027637,0.025185,0.031019
13033,20240430,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240530,,,,,,,,,75.81000,80.14000,76.99000,742888,-0.045144,76.92000,76.94000,700650,3,3,76.99000,,20240430,-0.045144,-0.042724,-0.043636,-0.050243,-0.051624,-0.041615
13033,20240531,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240627,,,,,,,,,76.42000,80.15000,78.57000,587995,0.020522,78.57000,78.58000,703450,3,3,78.57000,,20240531,0.020522,0.046553,0.044979,0.041763,0.040011,0.048021
13033,20240628,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20240625,,,,,20240701,20240626,0,,,1232,0.82410,0.00000,0.00000,,,20240730,,,,,,,,,76.79000,79.21000,77.76000,526813,0.000179,77.75000,77.76000,703350,3,3,77.76000,,20240628,-0.010309,0.026073,0.024380,-0.018902,-0.021883,0.034670
13033,20240731,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240829,,,,,,,,,77.02000,82.80000,82.58000,677588,0.061986,82.62000,82.63000,709500,3,3,82.58000,,20240731,0.061986,0.019878,0.019000,0.047866,0.046499,0.011321
13033,20240830,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20240929,,,,,,,,,78.89000,84.53000,84.53000,621364,0.023613,84.50000,84.52000,716700,3,3,84.53000,,20240830,0.023613,0.021572,0.020203,-0.010883,-0.012627,0.022835
13033,20240930,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20240924,,,,,20240930,20240925,0,,,1232,0.75450,0.00000,0.00000,,,20241010,,,,,,,,,82.00000,85.06000,84.53000,646217,0.008926,84.53000,84.56000,726850,3,3,84.53000,,20240930,0.000000,0.020969,0.019485,0.016322,0.013885,0.020197
13033,20241031,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20240925,,,,,20241010,20241009,0,,,5523,0.00000,2.00000,2.00000,,,20241128,,,,,,,,,28.09000,84.95000,28.23000,1817217,0.001893,28.21000,28.22000,2246000,1,1,28.23000,,20241031,0.001893,-0.008298,-0.009139,-0.005589,-0.006922,-0.009897
13033,20241129,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,,,,,,,,0,,,,,,,,,20241230,,,,,,,,,28.10000,29.53000,29.53000,2247214,0.046050,29.51000,29.52000,2299900,1,1,29.53000,,20241129,0.046050,0.064855,0.063463,0.063684,0.061936,0.057301
13033,20241231,,73,4,6726,80852479,SCHD,SCHWAB STRATEGIC TRUST,,SCHD,525990,R,A,R,53271,0,4,6726,80852479,20241210,0.00000,,100,,20241216,20241211,0,,,1232,0.26450,0.00000,0.00000,,,20241231,0,A,0.00000,A,,,,,26.93000,29.34000,27.32000,3669763,-0.065882,27.31000,27.32000,2395900,1,1,27.32000,,20241231,-0.074839,-0.031582,-0.033469,-0.021978,-0.026649,-0.024990
13851,20130430,20170801,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20130530,,,,,,,,,50.92000,52.21990,51.84000,87,C,51.79000,51.91000,2000,1,1,51.84000,,20130430,C,0.014939,0.013764,0.002477,0.001376,0.018086
13851,20130531,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20130627,,,,,,,,,51.80000,53.73000,52.00000,799,0.003086,51.72000,51.89000,2000,1,1,52.00000,,20130531,0.003086,0.019128,0.016568,0.023985,0.022131,0.020763
13851,20130628,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,20130626,,,,,20130703,20130701,0,,,1232,0.19689,0.00000,0.00000,,,20130730,,,,,,,,,50.12010,52.37200,51.37000,837,-0.008329,51.09000,51.15000,2000,1,1,51.37000,,20130628,-0.012115,-0.015072,-0.017089,-0.013012,-0.015631,-0.014999
13851,20130731,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20130829,,,,,,,,,51.37200,54.68000,54.44000,7387,0.059763,54.38000,54.42000,2000,1,1,54.44000,,20130731,0.059763,0.052658,0.051223,0.054898,0.053720,0.049462
13851,20130830,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20130929,,,,,,,,,52.29000,55.16000,52.49630,2447,-0.035704,52.42000,52.50000,2000,1,1,52.49630,,20130830,-0.035704,-0.025750,-0.027927,-0.017278,-0.019029,-0.031298
13851,20130930,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,20130923,,,,,20130930,20130926,0,,,1232,0.20363,0.00000,0.00000,,,20131030,,,,,,,,,52.80000,55.42000,53.88000,3022,0.030237,53.89000,53.98000,2000,1,1,53.88000,,20130930,0.026358,0.037497,0.035699,0.051828,0.049754,0.029749
13851,20131031,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20131128,,,,,,,,,52.99000,57.38300,56.88000,1610,0.055679,56.71000,56.78000,3050,1,1,56.88000,,20131031,0.055679,0.039889,0.038603,0.025762,0.024591,0.044596
13851,20131129,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20131230,,,,,,,,,56.28000,58.67000,58.67000,1731,0.031470,58.43000,58.49000,3150,1,1,58.67000,,20131129,0.031470,0.024956,0.022831,0.023398,0.021660,0.028049
13851,20131231,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,20131220,,,,,20131230,20131226,0,,,1232,0.20938,0.00000,0.00000,,,20140130,,,,,,,,,57.72500,60.13320,60.03000,1843,0.026749,59.95000,60.03000,3150,1,1,60.03000,,20131231,0.023181,0.026140,0.024082,0.025240,0.022010,0.023563
13851,20140131,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140227,,,,,,,,,57.89000,60.86000,58.64000,3646,-0.023155,58.56000,58.69000,3400,1,1,58.64000,,20140131,-0.023155,-0.030020,-0.031124,-0.001282,-0.002254,-0.035583
13851,20140228,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140330,,,,,,,,,57.07000,62.58000,62.58000,4287,0.067190,62.47000,62.58000,3650,1,1,62.58000,,20140228,0.067190,0.046198,0.043963,0.044257,0.042687,0.043117
13851,20140331,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,20131218,,,,,20140331,20140327,0,,,1232,0.10118,0.00000,0.00000,,,20140429,,,,,,,,,59.65460,63.40000,60.34000,7060,-0.034177,60.26000,60.35000,4000,1,1,60.34000,,20140331,-0.035794,0.004540,0.002819,0.001028,-0.001095,0.006932
13851,20140430,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140529,,,,,,,,,57.66140,61.49000,59.74000,7034,-0.009944,59.71000,59.78000,4150,1,1,59.74000,,20140430,-0.009944,0.001573,0.000410,-0.022319,-0.023436,0.006201
13851,20140530,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140629,,,,,,,,,59.33000,62.21000,62.17000,4382,0.040676,62.11000,62.16000,4300,1,1,62.17000,,20140530,0.040676,0.020254,0.018045,0.006647,0.004858,0.021030
13851,20140630,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,20131218,,,,,20140701,20140627,0,,,1232,0.19718,0.00000,0.00000,,,20140730,,,,,,,,,62.20990,63.57000,63.26000,8177,0.020704,63.24000,63.25000,4800,1,1,63.26000,,20140630,0.017533,0.027973,0.025986,0.039501,0.037053,0.019058
13851,20140731,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140828,,,,,,,,,62.53000,64.41000,62.60010,6500,-0.010432,62.55000,62.58000,5000,1,1,62.60010,,20140731,-0.010432,-0.020555,-0.021849,-0.035223,-0.036411,-0.015080
13851,20140829,,73,4,6726,46432F39,MTUM,ISHARES TRUST,,MTUM,525990,R,A,R,37493,0,5,6726,46432F39,,,,,,,,0,,,,,,,,,20140929,,,,,,,,,61.78990,65.48000,65.48000,6105,0.046005,65.46000,65.48000,5000,1,1,65.48000,,20140829,0.046005,0.040205,0.038202,0.033697,0.032156,0.037655
